Date,Instrument ID,Amount,Type,Balance,Remarks
30/06/2022,913653,102.41,DR,993.45,UPI/he56gjrfg2c8@paytm/P2M/mmpexcsg@ptbsi/Airtel
30/06/2022,975780,4493.8,CR,5487.25,UPI/6kwrv2zek7wf@ybl
30/06/2022,704798,1128.83,DR,4358.42,UPI/hwd05omhi95u@okaxis/P2M/i1sq6fax@oksbi/Airtel
30/06/2022,383821,99.5,DR,4258.92,UPI/ab9ijlegd9mk@axl/P2M/whx7s4vr@paytm/Paytm
30/06/2022,,1447.12,DR,2811.8,UPI/hxz3vakfumeu@axl/P2M/qsqwzrl8@ptbyl/AxisBank
30/06/2022,,171.9,DR,2639.9,UPI/gwg3xp133ncw@okaxis/P2M/dn0c8tdf@oksbi/Edara
30/06/2022,,977.71,DR,1662.19,UPI/spaltho8mjty@okaxis/P2M/xse9ofkn@ptbyl/BigBazaar
30/06/2022,,877.9,DR,784.29,UPI/2v1vx5vaqjx1@okaxis/P2M/hc479s6y@paytm/Edara
30/06/2022,,551.98,DR,232.31,UPI/43mdusphr3m8@axl/P2M/mvxyg5r2@paytm/Paytm
29/06/2022,374247,1456.87,CR,1689.18,UPI/f9ue6by8h6kg@oksbi
29/06/2022,762394,447.84,DR,1241.34,UPI/l4d9qdv2sx4z@axl/P2M/oqx9113c@ptbsi/Airtel
29/06/2022,178525,142.18,DR,1099.16,UPI/en3x120ayts0@okhdfc/P2M/e7kvdt6c@ptbyl/Paytm
29/06/2022,,261.46,DR,837.7,UPI/vptze940k178@axl/P2M/3hteh90p@ptbsi/Edara
29/06/2022,,3074.82,CR,3912.52,UPI/4fqxkkq6l73y@okaxis
29/06/2022,,419.72,DR,3492.8,UPI/uxpm36v6ni0s@okhdfc/P2M/pvksigcn@ptbyl/BigBazaar
29/06/2022,,305.34,DR,3187.46,UPI/y2abikiqgy51@paytm/P2M/6xtpxezr@ptbsi/VENNA
29/06/2022,,773.28,DR,2414.18,UPI/eh0jry4h99h4@okaxis/P2M/k5dv0lk8@paytm/Paytm
29/06/2022,,1475.1,DR,939.08,UPI/7tl14my7f41a@okaxis/P2M/0clar9xb@oksbi/Airtel
29/06/2022,305801,3062.82,CR,4001.9,UPI/qf5iasfvo79r@axl
29/06/2022,,288.73,DR,3713.17,UPI/t7gbz49fssyk@paytm/P2M/ega3w8si@ptbyl/Flipkart
28/06/2022,,1325.46,DR,2387.71,UPI/pfweb7vnitxe@axl/P2M/cgeks1kz@ptbsi/Flipkart
28/06/2022,490123,351.84,DR,2035.87,UPI/cf8b0d1nynj1@ybl/P2M/anahd8vt@ptbsi/Chala
28/06/2022,,949.59,DR,1086.28,UPI/g5uh0d47d2uk@ybl/P2M/s3g88cbs@oksbi/AxisBank
