Date,Instrument ID,Amount,Type,Balance,Remarks
31/01/2024,661122,97.99,DR,963.17,UPI/1g1hmxf54020@ybl/P2M/0btbxsr9@ptbyl/Amazon
31/01/2024,,685.84,DR,277.33,UPI/3o1b7xpq2saw@okhdfc/P2M/jchgmblv@oksbi/Edara
31/01/2024,,195.22,DR,82.11,UPI/3aawkoomt475@paytm/P2M/pdvw0mo5@oksbi/VENNA
30/01/2024,395648,213.43,CR,295.54,UPI/bbusqvy03xzn@okhdfc
30/01/2024,,239.08,DR,56.46,UPI/bskdiabs19ty@ybl/P2M/y14wg88c@oksbi/AxisBank
29/01/2024,741446,3262.29,CR,3318.75,UPI/80v4kjifnuh8@ybl
29/01/2024,,2149.2,CR,5467.95,UPI/lx4ulaer3epr@oksbi
29/01/2024,,1075.51,DR,4392.44,UPI/jdto0nby9rxv@axl/P2M/xkw6a0j3@oksbi/AxisBank
29/01/2024,,533.31,DR,3859.13,UPI/g9gbfegobvml@okhdfc/P2M/pxhf81ya@ptbyl/AxisBank
29/01/2024,833667,463.38,DR,3395.75,UPI/axurin8td475@oksbi/P2M/v062rn1j@ptbyl/VENNA
29/01/2024,,745.67,DR,2650.08,UPI/p3lhvdr620jr@ybl/P2M/aduon8ol@ptbyl/Edara
29/01/2024,,1054.35,DR,1595.73,UPI/vwre53b4wv44@oksbi/P2M/704olm74@ptbsi/Chala
29/01/2024,,2880.19,CR,4475.92,UPI/a3owyghuyjlm@okhdfc
29/01/2024,378915,1359.75,DR,3116.17,UPI/3qxcbucvyg9a@okaxis/P2M/0l9nkv7e@ptbsi/Amazon
29/01/2024,321345,971.79,DR,2144.38,UPI/ee3aevuqzg6x@okhdfc/P2M/c9jlst8m@paytm/Chala
29/01/2024,238021,162.68,DR,1981.7,UPI/4378mfjzz063@oksbi/P2M/hqjnscnr@paytm/Chala
29/01/2024,737280,4584.32,CR,6566.02,UPI/749adolyj4u0@oksbi
28/01/2024,,589.37,DR,5976.65,UPI/n4btbocn5p6y@okhdfc/P2M/47fogums@oksbi/Flipkart
28/01/2024,553162,1708.49,CR,7685.14,UPI/ra7zur8th75n@okhdfc
28/01/2024,156765,503.87,DR,7181.27,UPI/n9tnxrzvcb3j@axl/P2M/hebi1pgc@oksbi/VENNA
28/01/2024,,1470.78,DR,5710.49,UPI/5ft257vrbxsh@paytm/P2M/78f95u1b@ptbyl/BigBazaar
28/01/2024,774952,332.4,DR,5378.09,UPI/qbzn8ty4qsn5@axl/P2M/1kftofk9@paytm/Flipkart
28/01/2024,,541.85,DR,4836.24,UPI/4o3duyr7xxc6@oksbi/P2M/5b97s5bg@paytm/AxisBank
28/01/2024,712148,1006.44,DR,3829.8,UPI/lxliod6xi85i@paytm/P2M/4wjn176s@oksbi/Chala
28/01/2024,498283,578.46,DR,3251.34,UPI/bx52dc1rmik5@okaxis/P2M/9sijuwx6@ptbyl/AxisBank
28/01/2024,,2447.74,CR,5699.08,UPI/47rhf7erqup0@okaxis
28/01/2024,,1459.5,DR,4239.58,UPI/cvixe7rejyw6@paytm/P2M/n3fvqc0j@oksbi/Edara
28/01/2024,,1431.7,DR,2807.88,UPI/zae79vfadhkn@okaxis/P2M/8q7v1t2b@ptbsi/VENNA
28/01/2024,,261.74,DR,2546.14,UPI/3bhogqnlp46s@ybl/P2M/dcnnsbia@oksbi/Edara
28/01/2024,,524.69,DR,2021.45,UPI/ehl8fgwwvyd9@okhdfc/P2M/dy58e1cx@paytm/Paytm
27/01/2024,,1391.05,DR,630.4,UPI/mnesl4lkrr3q@okhdfc/P2M/1l4jc2c2@oksbi/AxisBank
27/01/2024,939486,364.92,DR,265.48,UPI/p0w188pfp94l@paytm/P2M/101m80ps@oksbi/BigBazaar
26/01/2024,,1460.18,CR,1725.66,UPI/xtmw1wmxwlro@ybl
26/01/2024,417638,540.99,DR,1184.67,UPI/ndidy1nh6i29@okaxis/P2M/f4gr85q7@ptbyl/Airtel
26/01/2024,694758,3793.52,CR,4978.19,UPI/e8t5au40h7sm@okaxis
26/01/2024,308684,1475.83,DR,3502.36,UPI/i3ol9sqm956o@okhdfc/P2M/sx3scfu4@ptbsi/BigBazaar
26/01/2024,244393,1018.74,DR,2483.62,UPI/3qsnl185xe08@axl/P2M/rm85r3rt@paytm/Amazon
26/01/2024,342137,1071.8,DR,1411.82,UPI/9k8tvaubrift@ybl/P2M/cnud8i2z@paytm/AxisBank
26/01/2024,520351,1344.22,DR,67.6,UPI/xzal1wl5tnmr@axl/P2M/ynyubcps@ptbsi/Edara
25/01/2024,,2675.94,CR,2743.54,UPI/gb59s98jc7p6@okaxis
25/01/2024,660733,287.89,DR,2455.65,UPI/8m0hhvzrtw4e@axl/P2M/jmyg7mbq@paytm/Amazon
25/01/2024,,684.83,DR,1770.82,UPI/0rn9b7e3sjw4@okhdfc/P2M/5p59cx71@ptbyl/Paytm
25/01/2024,,141.67,DR,1629.15,UPI/f3uaou1jq2qk@axl/P2M/p9rrxofv@paytm/Chala
25/01/2024,,593.02,DR,1036.13,UPI/sc0d06pe40ar@oksbi/P2M/wfm9dky7@ptbyl/Chala
25/01/2024,884239,334.64,CR,1370.77,UPI/7q6jwzk85jpc@ybl
24/01/2024,818706,1697.2,CR,3067.97,UPI/dmi3fefef2bl@ybl
24/01/2024,,836.01,DR,2231.96,UPI/saw4av4k1bmw@okhdfc/P2M/iq6o9kry@ptbyl/Amazon
24/01/2024,,456.73,DR,1775.23,UPI/ms9hjiqmzbim@okhdfc/P2M/x5etq9r4@ptbyl/Edara
