Date,Instrument ID,Amount,Type,Balance,Remarks
31/03/2023,497316,4608.49,CR,5487.4,UPI/03qdehkl4g7j@paytm
31/03/2023,364340,1460.35,DR,4027.05,UPI/xi4064n64mat@okaxis/P2M/cr4mc4gi@paytm/BigBazaar
31/03/2023,372620,759.15,DR,3267.9,UPI/qpor7lj9geow@okhdfc/P2M/ygy5y3tk@oksbi/Paytm
31/03/2023,940013,380.8,DR,2887.1,UPI/ijf5j3vpui44@okhdfc/P2M/7k2002ej@oksbi/Airtel
31/03/2023,364728,1099.97,DR,1787.13,UPI/ngn3odoh35kb@ybl/P2M/xvyj1oy3@paytm/Flipkart
31/03/2023,,358.0,DR,1429.13,UPI/he9rgwka4qo3@oksbi/P2M/ybll569v@ptbsi/Edara
31/03/2023,,1211.9,DR,217.23,UPI/z7nq4sye42vt@paytm/P2M/poquaue3@paytm/Edara
30/03/2023,,3895.05,CR,4112.28,UPI/of43n7zfzsh0@oksbi
30/03/2023,174007,794.78,DR,3317.5,UPI/gxlclke98fyd@paytm/P2M/l0tk0n53@paytm/AxisBank
30/03/2023,,150.3,DR,3167.2,UPI/sl0w3r2mgrvk@okhdfc/P2M/o83hkj90@ptbyl/Amazon
30/03/2023,236902,888.11,DR,2279.09,UPI/3rn5it64sxhl@axl/P2M/8plraq5j@paytm/Chala
30/03/2023,,1200.17,CR,3479.26,UPI/n9z2z460rd6c@oksbi
30/03/2023,883615,3176.95,CR,6656.21,UPI/o2jp284hnid5@axl
30/03/2023,,541.67,DR,6114.54,UPI/tj60qj9x20cl@axl/P2M/dqc5evbx@ptbsi/Paytm
30/03/2023,,287.93,DR,5826.61,UPI/lcck7o3u06ph@axl/P2M/ev1y2m3e@oksbi/AxisBank
30/03/2023,419700,1131.8,DR,4694.81,UPI/e7worp3pdc8v@axl/P2M/zx11h2a5@paytm/Amazon
29/03/2023,,1001.7,DR,3693.11,UPI/gmdqyzneos1u@paytm/P2M/klp0ipyp@ptbsi/Airtel
29/03/2023,,114.56,DR,3578.55,UPI/31pgivpuf1sh@okhdfc/P2M/k2lg9teh@ptbsi/Flipkart
29/03/2023,,1372.24,DR,2206.31,UPI/9kdtr9u0s6k6@paytm/P2M/p7sok7hw@paytm/AxisBank
29/03/2023,825353,361.47,DR,1844.84,UPI/7ozdv23f8cxi@axl/P2M/5ca73zk2@paytm/BigBazaar
29/03/2023,,1447.55,DR,397.29,UPI/bh171lhepimq@oksbi/P2M/41mnj2mu@ptbsi/Airtel
29/03/2023,,2420.18,CR,2817.47,UPI/des241nlma0m@paytm
29/03/2023,,2982.12,CR,5799.59,UPI/ov1lp5rr97r0@axl
29/03/2023,,792.52,DR,5007.07,UPI/jovgvsdxjtfu@axl/P2M/clu3boie@paytm/BigBazaar
29/03/2023,,2195.07,CR,7202.14,UPI/4wbexr16h233@paytm
29/03/2023,297174,4044.07,CR,11246.21,UPI/e9qnmgw0a14c@paytm
29/03/2023,,4898.08,CR,16144.29,UPI/c4qu68q40cdz@okhdfc
29/03/2023,,708.04,DR,15436.25,UPI/olf6ub262dvf@oksbi/P2M/ech4xttt@ptbyl/Paytm
