Date,Instrument ID,Amount,Type,Balance,Remarks
31/12/2024,768296,1620.58,CR,2482.93,UPI/739vfbaoto82@okaxis
31/12/2024,,1041.53,DR,1441.4,UPI/fs0p1pdglg4c@okaxis/P2M/l0w0hha4@oksbi/Edara
31/12/2024,,775.01,DR,666.39,UPI/5flwwh1m6w5m@paytm/P2M/26700zi6@oksbi/Flipkart
31/12/2024,,3285.22,CR,3951.61,UPI/93lycn2ka8nd@okaxis
31/12/2024,,3627.52,CR,7579.13,UPI/zph14n0hgo2t@oksbi
31/12/2024,,1255.7,DR,6323.43,UPI/akua40t08ztl@okaxis/P2M/68u0e39w@paytm/Airtel
31/12/2024,,1332.02,DR,4991.41,UPI/gan0qeo0u5d9@okaxis/P2M/6hcyd5hf@paytm/Paytm
31/12/2024,,936.0,DR,4055.41,UPI/hlns7foo11qn@axl/P2M/e7kcxzqm@ptbsi/Edara
30/12/2024,333183,245.52,DR,3809.89,UPI/29i1cknp1dq9@ybl/P2M/n022w2kp@paytm/VENNA
30/12/2024,,837.57,DR,2972.32,UPI/2fx4h8h15rbg@okhdfc/P2M/bfua9jme@paytm/AxisBank
30/12/2024,,1423.55,DR,1548.77,UPI/0oxp0nsg2bb3@okaxis/P2M/0u457zat@ptbsi/Amazon
30/12/2024,517757,914.59,DR,634.18,UPI/235z8jdaodye@okhdfc/P2M/jaks5v41@ptbsi/VENNA
30/12/2024,514924,95.87,DR,538.31,UPI/0roo4pb76me0@axl/P2M/9238htxq@oksbi/Amazon
30/12/2024,,526.02,DR,12.29,UPI/hs77t6mcg24r@okaxis/P2M/wjdgjmao@ptbyl/VENNA
29/12/2024,,3652.14,CR,3664.43,UPI/hag120sah22s@axl
29/12/2024,,1189.26,DR,2475.17,UPI/nc0txpwdjr3b@okhdfc/P2M/eqkmis6v@ptbyl/Paytm
29/12/2024,540328,1446.57,DR,1028.6,UPI/z8491180679l@paytm/P2M/4ehu547m@paytm/Edara
29/12/2024,,525.83,DR,502.77,UPI/iqszjjkq2dxh@paytm/P2M/3d9mr53j@ptbyl/Paytm
29/12/2024,,439.51,DR,63.26,UPI/ro35vc2vlrw5@ybl/P2M/xoviognx@oksbi/VENNA
28/12/2024,,1660.35,CR,1723.61,UPI/grzg1t0opcvn@ybl
28/12/2024,,1152.01,DR,571.6,UPI/e9g166yx58vp@ybl/P2M/nhojbiw5@paytm/Paytm
27/12/2024,142611,274.84,DR,296.76,UPI/aqgy7r0rwhj6@okhdfc/P2M/wu2706ys@paytm/Edara
27/12/2024,,118.53,DR,178.23,UPI/g92mb9eett9n@okaxis/P2M/a4y1j111@ptbyl/BigBazaar
26/12/2024,,128.94,DR,49.29,UPI/us5d1lnd06u2@paytm/P2M/eouy535n@ptbsi/Airtel
26/12/2024,,1315.23,CR,1364.52,UPI/f67e7ebtoh1q@paytm
26/12/2024,,341.22,DR,1023.3,UPI/y4lgxbpg77e4@oksbi/P2M/frncjgaq@ptbyl/Chala
26/12/2024,728737,222.25,DR,801.05,UPI/t3haccqudji5@okhdfc/P2M/wrx3rdbi@oksbi/Chala
26/12/2024,,102.1,DR,698.95,UPI/bv3lb52vekhx@paytm/P2M/nqqnkjeu@ptbsi/Flipkart
26/12/2024,233946,4259.44,CR,4958.39,UPI/lx9uviqc6gxa@okhdfc
26/12/2024,,112.69,CR,5071.08,UPI/jbz8krsi4jx0@okaxis
26/12/2024,,1341.32,DR,3729.76,UPI/7tsoi6ynyuki@ybl/P2M/3qbrwpbd@oksbi/Paytm
25/12/2024,,607.22,DR,3122.54,UPI/t2uuhfvkq0bz@okhdfc/P2M/6ym612gj@ptbsi/Paytm
25/12/2024,732269,926.79,DR,2195.75,UPI/62l64szsb5rx@ybl/P2M/2vppm5gg@ptbsi/Flipkart
25/12/2024,,1065.84,DR,1129.91,UPI/ys1st2gu1vni@paytm/P2M/co99u70y@oksbi/AxisBank
25/12/2024,,1506.76,CR,2636.67,UPI/sbx5euhfjwj3@oksbi
25/12/2024,701797,942.2,DR,1694.47,UPI/jy9ykkdiafsl@axl/P2M/v47orhow@ptbsi/Edara
25/12/2024,,562.57,DR,1131.9,UPI/yz1yomj33y2a@axl/P2M/q4iv16nl@ptbyl/VENNA
25/12/2024,,615.32,DR,516.58,UPI/nw9oe67q3mp9@axl/P2M/g4xyvuvh@oksbi/AxisBank
25/12/2024,,424.72,DR,91.86,UPI/35e4fbn44myy@paytm/P2M/5dutjem0@ptbyl/Airtel
24/12/2024,,4526.8,CR,4618.66,UPI/sq6wap3tae7z@paytm
24/12/2024,399455,594.54,DR,4024.12,UPI/qcte40bx37ii@oksbi/P2M/4ja7md9a@ptbyl/Chala
24/12/2024,,489.46,DR,3534.66,UPI/hgymwkcy56ax@axl/P2M/ypxfbnpl@ptbyl/Flipkart
23/12/2024,752736,703.56,DR,2831.1,UPI/wwn88rsehpqd@ybl/P2M/knzolhkg@ptbyl/Amazon
