Date,Instrument ID,Amount,Type,Balance,Remarks
31/12/2022,,3588.06,CR,4662.6,UPI/19qzbflqaaxv@okaxis
31/12/2022,,1283.11,DR,3379.49,UPI/tgx2io1tvbzs@paytm/P2M/07rb0w47@ptbsi/Amazon
31/12/2022,528351,74.84,DR,3304.65,UPI/mpu6ssmk50dx@okhdfc/P2M/6ixgxguy@ptbsi/Amazon
31/12/2022,,1314.95,DR,1989.7,UPI/k2fs8gwzwoyu@ybl/P2M/74mqkctv@paytm/Paytm
31/12/2022,,1191.24,DR,798.46,UPI/a610hbmxvt9z@okhdfc/P2M/o9ztptt0@ptbyl/Airtel
31/12/2022,568696,474.03,DR,324.43,UPI/pbou1n0ov5m6@axl/P2M/3om11j95@ptbsi/Chala
31/12/2022,,66.58,DR,257.85,UPI/2d7jzxk0pqvz@okhdfc/P2M/47fw9yii@ptbsi/VENNA
30/12/2022,,521.59,CR,779.44,UPI/nyz8vhnerb8g@okhdfc
30/12/2022,,122.33,DR,657.11,UPI/k3ku23cp5908@paytm/P2M/1vjamjip@ptbyl/Paytm
30/12/2022,463036,267.47,DR,389.64,UPI/dyudltofjc7n@axl/P2M/k5wx5jt7@ptbyl/VENNA
30/12/2022,829794,157.14,DR,232.5,UPI/0mwul0iyw2n3@okaxis/P2M/fcl69dqi@ptbsi/VENNA
30/12/2022,,32.42,DR,200.08,UPI/4ejebellpe6r@paytm/P2M/ujm9f6gl@ptbyl/VENNA
29/12/2022,,4468.08,CR,4668.16,UPI/1727u0otdzye@okhdfc
29/12/2022,,1132.07,CR,5800.23,UPI/q7o108q3751b@okhdfc
29/12/2022,,733.73,DR,5066.5,UPI/es3x9q6rnwzg@oksbi/P2M/52zt25co@paytm/AxisBank
29/12/2022,192037,760.59,DR,4305.91,UPI/1t6ex55mu2qs@paytm/P2M/hp9muwf7@paytm/Chala
29/12/2022,267076,308.86,DR,3997.05,UPI/g0qhc4u5wskz@oksbi/P2M/zjznz639@paytm/Amazon
29/12/2022,,1104.17,DR,2892.88,UPI/2vx4klrjszm1@okaxis/P2M/96umyrsq@ptbyl/BigBazaar
29/12/2022,,178.93,DR,2713.95,UPI/iblyik4ujc1o@okhdfc/P2M/8dvhp4rs@ptbyl/BigBazaar
