Date,Instrument ID,Amount,Type,Balance,Remarks
31/08/2022,910986,209.69,DR,811.41,UPI/lwk6zzrwv7wk@okaxis/P2M/q78rlq89@oksbi/AxisBank
31/08/2022,,93.34,DR,718.07,UPI/k6bkhz0t5xq8@oksbi/P2M/0l9zfdjk@ptbyl/Flipkart
31/08/2022,,307.59,DR,410.48,UPI/lq1n18bo9aok@oksbi/P2M/ctdyeyev@ptbyl/Chala
31/08/2022,234404,333.55,DR,76.93,UPI/b2zqpq6a753i@axl/P2M/lxngf522@ptbyl/VENNA
30/08/2022,,3524.33,CR,3601.26,UPI/lo8iqm261q73@okaxis
30/08/2022,125720,1354.38,DR,2246.88,UPI/vb1gk92kc52h@ybl/P2M/pp1qoyti@ptbyl/Paytm
30/08/2022,,330.39,DR,1916.49,UPI/30i0vxahzm4f@okaxis/P2M/hqhoih1a@ptbsi/BigBazaar
30/08/2022,,924.93,DR,991.56,UPI/rd8khoy118uj@oksbi/P2M/qnkro7ny@paytm/VENNA
30/08/2022,,297.63,DR,693.93,UPI/5jk1sl3hk7dw@paytm/P2M/w48jpf7u@oksbi/Paytm
30/08/2022,,425.1,CR,1119.03,UPI/2v4ced1aca98@okaxis
30/08/2022,145337,448.02,DR,671.01,UPI/y8f0gqp2w36d@okhdfc/P2M/3p6i6l39@ptbyl/Airtel
30/08/2022,248666,2031.93,CR,2702.94,UPI/ws5albr7pzap@ybl
30/08/2022,,4544.55,CR,7247.49,UPI/qvalcd1znk8y@oksbi
30/08/2022,,618.95,DR,6628.54,UPI/6i0obtc089qg@paytm/P2M/txcb756f@oksbi/Chala
30/08/2022,,46.79,DR,6581.75,UPI/50i0u4qqmp1l@paytm/P2M/4wcq5lzi@oksbi/Flipkart
30/08/2022,,138.15,DR,6443.6,UPI/cdeqntdefbme@ybl/P2M/wybm0pmm@paytm/VENNA
29/08/2022,313157,1418.32,DR,5025.28,UPI/2b5akt6ji6j2@axl/P2M/pmvzfn5c@oksbi/Edara
29/08/2022,806016,1002.26,DR,4023.02,UPI/tnhi918kd102@okaxis/P2M/g3sef8ym@oksbi/Edara
29/08/2022,505803,268.82,DR,3754.2,UPI/xzzqstxncyh7@axl/P2M/upsavfpz@oksbi/VENNA
29/08/2022,,1127.82,DR,2626.38,UPI/kcudgkxyt8qg@paytm/P2M/q765fg6t@ptbyl/Amazon
29/08/2022,,73.39,DR,2552.99,UPI/3j45qizuzqxo@okhdfc/P2M/oji6p54m@ptbyl/Flipkart
29/08/2022,,1236.78,DR,1316.21,UPI/zgidq9fkjtsh@oksbi/P2M/af4txc9q@ptbsi/Amazon
29/08/2022,,1235.42,DR,80.79,UPI/lo5tj5og78uk@okhdfc/P2M/mjr8lz92@ptbsi/Airtel
28/08/2022,,4380.98,CR,4461.77,UPI/0lf7zn5axsia@okhdfc
28/08/2022,381651,756.88,DR,3704.89,UPI/bmdts8flhj6r@paytm/P2M/d7a1uloo@oksbi/Flipkart
28/08/2022,,912.3,DR,2792.59,UPI/3xd64r4dzzjn@oksbi/P2M/9d88ts7g@ptbsi/VENNA
28/08/2022,865645,453.52,DR,2339.07,UPI/no4vt4ooovob@okhdfc/P2M/h2u02w5l@oksbi/Amazon
28/08/2022,,1040.93,DR,1298.14,UPI/1g4j554bux4l@axl/P2M/ff90el2a@paytm/BigBazaar
28/08/2022,,216.25,DR,1081.89,UPI/41jqzluyqsdz@axl/P2M/quu9qgij@ptbsi/Airtel
28/08/2022,,486.41,DR,595.48,UPI/3q5kp1mii606@ybl/P2M/h54kef0m@ptbsi/Chala
28/08/2022,,2057.65,CR,2653.13,UPI/rxw26yjlt2e6@oksbi
28/08/2022,758700,1412.36,DR,1240.77,UPI/hgpcfmzd2yog@okaxis/P2M/u6v1psty@ptbyl/Airtel
28/08/2022,,766.84,DR,473.93,UPI/q10sby71hn50@ybl/P2M/c0xbebg4@ptbsi/Airtel
27/08/2022,,186.0,DR,287.93,UPI/qcrc9y8qfbv9@okhdfc/P2M/7rsv8ik7@ptbyl/Airtel
27/08/2022,254002,243.6,DR,44.33,UPI/0l5vt5lpcjbj@oksbi/P2M/dyndnjt9@oksbi/Airtel
26/08/2022,778155,475.4,CR,519.73,UPI/1hmc1p6ye5w4@ybl
26/08/2022,,123.91,DR,395.82,UPI/pdyn8ec6h6le@ybl/P2M/zfy54wjm@ptbyl/Chala
26/08/2022,181276,1863.13,CR,2258.95,UPI/6scu8e3iqmvh@okaxis
26/08/2022,,982.26,DR,1276.69,UPI/qh7258u02p15@paytm/P2M/ni76qx20@oksbi/Airtel
26/08/2022,628422,790.4,DR,486.29,UPI/8zzln2dv2mey@okhdfc/P2M/x0qz21k9@oksbi/Flipkart
