Date,Instrument ID,Amount,Type,Balance,Remarks
30/09/2023,,806.14,DR,138.8,UPI/wxzl1c57mzin@okaxis/P2M/9vh19an5@oksbi/AxisBank
30/09/2023,478537,1636.58,CR,1775.38,UPI/aruecxmhokf1@okaxis
30/09/2023,,235.35,DR,1540.03,UPI/r5qv0clfs6mm@oksbi/P2M/5otit33a@ptbsi/Edara
30/09/2023,,846.79,CR,2386.82,UPI/7rn0e93qpfru@ybl
30/09/2023,849008,302.22,DR,2084.6,UPI/v9yujhm9ly77@ybl/P2M/egbfucry@oksbi/VENNA
30/09/2023,642717,481.65,DR,1602.95,UPI/9l764mm46hlf@okhdfc/P2M/las0tm0j@paytm/Airtel
30/09/2023,189750,115.51,DR,1487.44,UPI/0pfg80oh1tmc@ybl/P2M/b22erwnm@oksbi/AxisBank
30/09/2023,,758.93,CR,2246.37,UPI/sm0w05a1af3r@okhdfc
30/09/2023,,1175.61,DR,1070.76,UPI/tyryfsl48958@oksbi/P2M/4erv478c@ptbsi/AxisBank
30/09/2023,,463.21,DR,607.55,UPI/4m88eqh660f5@paytm/P2M/avjxmv3j@paytm/Paytm
30/09/2023,829537,247.23,DR,360.32,UPI/z0b5quwtufpl@paytm/P2M/l29l9kiq@ptbyl/Flipkart
29/09/2023,,28.39,DR,331.93,UPI/sjcm7harxvkb@oksbi/P2M/oij075o5@ptbsi/Paytm
29/09/2023,,4597.12,CR,4929.05,UPI/gwse6mue06qd@paytm
28/09/2023,772071,343.08,DR,4585.97,UPI/havcq8rc3p54@ybl/P2M/ujx4cwu5@paytm/VENNA
28/09/2023,,874.07,DR,3711.9,UPI/m1dv28tlhitv@paytm/P2M/e0sh5y1z@oksbi/Edara
28/09/2023,235951,1035.5,DR,2676.4,UPI/kdyjy31zcoiz@ybl/P2M/6k3k0py9@ptbyl/Airtel
28/09/2023,138709,990.32,DR,1686.08,UPI/yogkbmzdbmjl@okaxis/P2M/g89dpkuq@paytm/Amazon
28/09/2023,,1449.25,DR,236.83,UPI/bwtfa9k4rbs0@ybl/P2M/47nogcbf@oksbi/Paytm
28/09/2023,255565,219.04,DR,17.79,UPI/w44hrld8hvp3@ybl/P2M/3d9aroma@paytm/Airtel
27/09/2023,,11.01,DR,6.78,UPI/qc7aduno8b1u@okhdfc/P2M/mt35xtv0@ptbsi/Flipkart
27/09/2023,,1184.64,CR,1191.42,UPI/h83ne5hyu23r@axl
