Date,Instrument ID,Amount,Type,Balance,Remarks
31/05/2021,,318.46,DR,1119.47,UPI/wrwtvqzaimj8@okhdfc/P2M/p68b3fvo@oksbi/Amazon
31/05/2021,423431,983.39,DR,136.08,UPI/zi59y8i2ezev@axl/P2M/scno1a66@ptbyl/Paytm
31/05/2021,,56.01,DR,80.07,UPI/mj2e3bijklsk@okhdfc/P2M/r3jhwxon@ptbyl/Paytm
31/05/2021,,648.87,CR,728.94,UPI/ma8yggvl2dwo@okhdfc
30/05/2021,,480.89,DR,248.05,UPI/g28adwdncqe4@ybl/P2M/yix2afos@ptbyl/Chala
30/05/2021,612704,3693.47,CR,3941.52,UPI/zsmuhh3dldm4@axl
30/05/2021,,2366.96,CR,6308.48,UPI/mzrws8l0lj2s@axl
30/05/2021,,470.84,CR,6779.32,UPI/0yqn6895yxiy@oksbi
30/05/2021,,1163.73,DR,5615.59,UPI/s1oi3kt7bol7@ybl/P2M/cn9hfuur@oksbi/VENNA
30/05/2021,,62.03,DR,5553.56,UPI/zeihmt4cpf7z@oksbi/P2M/a7pgt2pp@paytm/Paytm
30/05/2021,,606.72,DR,4946.84,UPI/fwda3uk6n8g9@axl/P2M/u5dp1ij4@oksbi/AxisBank
29/05/2021,,419.08,DR,4527.76,UPI/xrwz5077ud8p@axl/P2M/f56bgwm7@ptbyl/Airtel
29/05/2021,299835,1958.05,CR,6485.81,UPI/bq8ecqxik30s@ybl
29/05/2021,,1296.99,DR,5188.82,UPI/4nsroxnqw7ln@okhdfc/P2M/55zu4mnv@ptbsi/Flipkart
29/05/2021,,903.38,DR,4285.44,UPI/pc6mwcvrj5z6@axl/P2M/oijqdi53@ptbsi/BigBazaar
29/05/2021,880018,583.81,DR,3701.63,UPI/zqtmhlssvw0g@okaxis/P2M/bue0n6y2@oksbi/Airtel
29/05/2021,971220,1010.42,DR,2691.21,UPI/5mzdowbifi7i@oksbi/P2M/kvv70j4h@ptbsi/Edara
29/05/2021,,2923.65,CR,5614.86,UPI/gb1j8ufuvb0s@okhdfc
29/05/2021,,1443.79,DR,4171.07,UPI/kswlhm9mjop3@paytm/P2M/avpmtx4w@oksbi/Paytm
29/05/2021,,471.22,DR,3699.85,UPI/jh6qyaeqpbr1@okhdfc/P2M/r6e7rb8b@oksbi/Flipkart
29/05/2021,,1150.92,DR,2548.93,UPI/drxpwhuotvww@oksbi/P2M/j2zr3o2x@paytm/Edara
29/05/2021,,1449.96,DR,1098.97,UPI/9lmcrbg06hgv@okhdfc/P2M/5cusq2xn@oksbi/Paytm
