Date,Instrument ID,Amount,Type,Balance,Remarks
31/07/2023,,625.08,DR,447.85,UPI/zxiqv8eg6nri@ybl/P2M/twlzurut@paytm/Paytm
31/07/2023,887752,34.3,DR,413.55,UPI/pe0e2u0nip1n@oksbi/P2M/whxhiorf@paytm/Amazon
31/07/2023,,105.12,DR,308.43,UPI/1yt22pxxmh5q@ybl/P2M/c8vd6ahg@ptbyl/Flipkart
31/07/2023,639784,125.23,DR,183.2,UPI/jlu33yxkd6zx@paytm/P2M/956snwmz@ptbyl/VENNA
31/07/2023,,4665.23,CR,4848.43,UPI/qmag57q0cr0v@okhdfc
31/07/2023,,509.75,CR,5358.18,UPI/dqt3a56joihj@paytm
30/07/2023,153804,1052.57,DR,4305.61,UPI/dewi6f767ifs@okhdfc/P2M/yqx58ppy@paytm/Flipkart
30/07/2023,896600,217.42,DR,4088.19,UPI/c32vzl6ohii2@ybl/P2M/m6ag88vl@paytm/Flipkart
30/07/2023,,525.07,DR,3563.12,UPI/ysouargs8gsc@axl/P2M/5togz23z@oksbi/Flipkart
30/07/2023,386031,1495.5,DR,2067.62,UPI/4bt2yglyxxui@okhdfc/P2M/8vi0fpd7@ptbsi/Flipkart
30/07/2023,343635,189.55,DR,1878.07,UPI/12q515p5hx1r@ybl/P2M/vdczqsat@paytm/Chala
30/07/2023,,661.43,DR,1216.64,UPI/sp7erhw8y29n@ybl/P2M/oneia9qk@oksbi/Chala
30/07/2023,728827,18.26,DR,1198.38,UPI/9z7xhzk38z78@ybl/P2M/uic8zqx4@ptbsi/Chala
30/07/2023,748038,1077.61,DR,120.77,UPI/hra5u312s3vl@ybl/P2M/r6a312yr@ptbsi/Edara
30/07/2023,,87.94,DR,32.83,UPI/rap544m1siaf@axl/P2M/ythnghp2@oksbi/VENNA
30/07/2023,,1489.75,CR,1522.58,UPI/tskwzm0ulh8j@paytm
30/07/2023,149985,3839.34,CR,5361.92,UPI/eovasfil5nh0@okaxis
30/07/2023,,104.2,DR,5257.72,UPI/dkcukp7xsjz0@oksbi/P2M/jfy7o3bq@oksbi/AxisBank
30/07/2023,,694.78,DR,4562.94,UPI/d7ehpz665ih5@paytm/P2M/x7cuycpb@ptbyl/Flipkart
30/07/2023,,1013.08,DR,3549.86,UPI/ruewi0fozja7@oksbi/P2M/n6bql5nr@paytm/BigBazaar
29/07/2023,739278,546.01,DR,3003.85,UPI/y1b4opbl6ox1@paytm/P2M/twmad613@ptbyl/BigBazaar
29/07/2023,724914,1365.44,DR,1638.41,UPI/pzyoqmw8xm7b@axl/P2M/5nr1x26x@ptbsi/VENNA
29/07/2023,,1808.62,CR,3447.03,UPI/54c8qn0cl18p@okhdfc
29/07/2023,620011,958.74,DR,2488.29,UPI/ob1228ldffha@oksbi/P2M/amxwu3aw@paytm/Edara
29/07/2023,,778.65,DR,1709.64,UPI/rol216n3bccv@axl/P2M/bjscelyt@oksbi/Flipkart
29/07/2023,438040,420.29,DR,1289.35,UPI/971usc888o31@okhdfc/P2M/7od92g1s@ptbsi/Flipkart
29/07/2023,,1185.58,DR,103.77,UPI/qo7flqjosmc8@paytm/P2M/x0cljfy6@ptbsi/BigBazaar
29/07/2023,,694.46,CR,798.23,UPI/29ho5yliowdp@axl
29/07/2023,,11.8,DR,786.43,UPI/fjev8eszodd7@oksbi/P2M/yijepb6u@oksbi/Flipkart
28/07/2023,,330.35,DR,456.08,UPI/mfll4g15orc8@axl/P2M/1nexhgle@paytm/VENNA
28/07/2023,579887,445.43,DR,10.65,UPI/yuhp5z1spfrm@oksbi/P2M/0m4t0vzh@ptbyl/Paytm
28/07/2023,,3855.25,CR,3865.9,UPI/bxtm405gazf5@axl
28/07/2023,,1360.68,DR,2505.22,UPI/jnw3os8a8xna@oksbi/P2M/5m2hhyls@paytm/Airtel
28/07/2023,931203,1473.61,CR,3978.83,UPI/et2etkyxghb4@axl
28/07/2023,496465,190.91,DR,3787.92,UPI/e0matj861htd@oksbi/P2M/vfjcbcfw@ptbsi/Amazon
28/07/2023,,1256.63,DR,2531.29,UPI/gzz2tyovic9v@axl/P2M/3ozeux9w@ptbyl/AxisBank
28/07/2023,,78.76,DR,2452.53,UPI/6zdj64smmdc6@okhdfc/P2M/132r90kk@ptbsi/VENNA
28/07/2023,,550.68,CR,3003.21,UPI/vdtnki837kup@oksbi
28/07/2023,,98.89,DR,2904.32,UPI/8iwq1nv9uz86@okhdfc/P2M/s5ycgyv5@oksbi/Airtel
27/07/2023,,91.49,DR,2812.83,UPI/1q20z5uz9slf@oksbi/P2M/c7yze63t@ptbyl/Paytm
27/07/2023,,209.59,DR,2603.24,UPI/wio4abe747go@oksbi/P2M/vi764xlb@ptbyl/Flipkart
27/07/2023,,751.55,DR,1851.69,UPI/c8fqxd1yuzls@ybl/P2M/xgtkt5j1@ptbyl/Flipkart
27/07/2023,,3883.5,CR,5735.19,UPI/l5qihh41my2w@oksbi
27/07/2023,,1376.24,DR,4358.95,UPI/l4bioyoeappm@axl/P2M/sk4dby56@paytm/AxisBank
27/07/2023,,832.51,DR,3526.44,UPI/gu6odn3psl7e@axl/P2M/e32oan9n@oksbi/Paytm
27/07/2023,319709,585.14,DR,2941.3,UPI/nslviqt8c979@okaxis/P2M/lgpgrvqd@ptbsi/Paytm
27/07/2023,,343.07,DR,2598.23,UPI/0senpojsw65t@okaxis/P2M/jziczlnt@oksbi/VENNA
27/07/2023,,2214.6,CR,4812.83,UPI/n8n7tvgfpc4l@axl
27/07/2023,,329.45,DR,4483.38,UPI/2ud1zvxtt1nn@ybl/P2M/c6fkmm8y@ptbsi/Edara
27/07/2023,,650.62,DR,3832.76,UPI/aftv7gj0pgb3@okhdfc/P2M/xh90udni@oksbi/Airtel
27/07/2023,572309,3954.8,CR,7787.56,UPI/c09cmzzb89b1@okaxis
27/07/2023,994701,298.21,DR,7489.35,UPI/p5wx4j20hz8p@okaxis/P2M/w0u5v5jc@oksbi/Amazon
27/07/2023,,203.55,DR,7285.8,UPI/43bv3opfubgz@oksbi/P2M/x7go0zuz@ptbsi/Flipkart
27/07/2023,,1100.95,DR,6184.85,UPI/ospa4irhy5i4@oksbi/P2M/hmhuo4f2@ptbsi/Edara
26/07/2023,979984,4994.84,CR,11179.69,UPI/cyjij5vx6szy@okaxis
26/07/2023,279319,1489.83,DR,9689.86,UPI/d8ps06j6lzqa@paytm/P2M/qn55gq17@ptbyl/Paytm
26/07/2023,,652.53,DR,9037.33,UPI/yv1tavb2vxfg@okhdfc/P2M/90qox5u9@paytm/Flipkart
26/07/2023,570148,45.44,DR,8991.89,UPI/nb322ewaw1ju@axl/P2M/hl76v5t0@ptbsi/Paytm
26/07/2023,,1172.1,DR,7819.79,UPI/x31gd9ahdbl6@ybl/P2M/0d8m2p5y@ptbyl/VENNA
26/07/2023,579759,654.8,DR,7164.99,UPI/mj4ufbm0nmx2@okaxis/P2M/wtbfrjav@ptbsi/Paytm
26/07/2023,,2217.61,CR,9382.6,UPI/432ep6sb198l@okaxis
26/07/2023,637112,1433.57,DR,7949.03,UPI/lbutp7vy6p3w@okhdfc/P2M/memg6dpu@oksbi/Edara
26/07/2023,746338,1464.48,DR,6484.55,UPI/vj0i5msq99rf@okaxis/P2M/8glrdv0r@ptbsi/AxisBank
26/07/2023,,1189.79,DR,5294.76,UPI/i1q5ano242e9@okaxis/P2M/t5ln7qoo@ptbyl/Chala
26/07/2023,803411,63.13,DR,5231.63,UPI/krwnn5s6bdun@okaxis/P2M/48utor2m@ptbsi/VENNA
26/07/2023,343779,1252.06,DR,3979.57,UPI/37uahc3tojew@okaxis/P2M/bvioxr7v@paytm/BigBazaar
26/07/2023,,382.12,DR,3597.45,UPI/e0h56m4jm1tf@okhdfc/P2M/a6dkrgp9@oksbi/VENNA
26/07/2023,562868,874.76,DR,2722.69,UPI/j85kyv6q3rlt@okaxis/P2M/hc5m2o52@ptbyl/Airtel
26/07/2023,722343,21.38,DR,2701.31,UPI/61x606f7wsuu@ybl/P2M/6lh1nrj8@ptbyl/Edara
25/07/2023,,76.61,DR,2624.7,UPI/p0me0hxsose6@ybl/P2M/siq07gex@paytm/Paytm
25/07/2023,,1722.92,CR,4347.62,UPI/sh2kviwnvwq9@okhdfc
25/07/2023,982796,2622.53,CR,6970.15,UPI/u0nzh4kqo6ku@paytm
25/07/2023,467629,2796.72,CR,9766.87,UPI/p96mp81842pn@oksbi
25/07/2023,547619,744.72,DR,9022.15,UPI/2ehm7d4py9id@axl/P2M/izj4mips@paytm/Airtel
25/07/2023,198797,569.06,DR,8453.09,UPI/j46wrzqyxf4s@axl/P2M/0i9b1f4k@ptbyl/Chala
25/07/2023,,3240.6,CR,11693.69,UPI/xdzos98z0ukl@oksbi
25/07/2023,,471.16,DR,11222.53,UPI/8nxn292sv8pj@paytm/P2M/kvkjl1cv@ptbsi/Chala
25/07/2023,963992,894.85,DR,10327.68,UPI/ysszjlr8qi4m@okaxis/P2M/ub6dgc9r@ptbyl/Flipkart
25/07/2023,858828,4747.17,CR,15074.85,UPI/1gwvy7303vnm@oksbi
25/07/2023,,467.2,DR,14607.65,UPI/olz8r6b86dxs@oksbi/P2M/kuh618nf@ptbsi/AxisBank
25/07/2023,435733,724.01,DR,13883.64,UPI/qq2rbzd9ye4d@oksbi/P2M/2it86x4h@ptbsi/Edara
25/07/2023,388278,149.04,DR,13734.6,UPI/sgqw40k9bdrh@okaxis/P2M/1gc7qy4r@ptbsi/Amazon
25/07/2023,395393,212.65,DR,13521.95,UPI/shyldveiumjj@paytm/P2M/xs0mhsvs@ptbsi/Airtel
25/07/2023,,1204.65,DR,12317.3,UPI/vcyc62eng2rz@okhdfc/P2M/on12mf4x@oksbi/Airtel
24/07/2023,250391,1298.46,DR,11018.84,UPI/kcbucb45xgh1@axl/P2M/marba15r@ptbsi/Paytm
24/07/2023,675094,200.77,DR,10818.07,UPI/7d0kcxckqm4k@axl/P2M/2dduo48a@ptbsi/BigBazaar
24/07/2023,,207.12,DR,10610.95,UPI/y8uodjf5ykyj@ybl/P2M/w6i6b7gk@ptbyl/Flipkart
24/07/2023,,521.81,DR,10089.14,UPI/g14lzl4xw0zs@oksbi/P2M/0wzfl8a9@ptbsi/Flipkart
24/07/2023,,410.3,CR,10499.44,UPI/fyjptqrr75ih@okhdfc
24/07/2023,,1198.47,DR,9300.97,UPI/km5e3jvksxtr@axl/P2M/ag39g110@paytm/Paytm
24/07/2023,544909,375.72,DR,8925.25,UPI/duqtywcsp674@okaxis/P2M/vh9jrv2x@paytm/Flipkart
24/07/2023,882123,3272.73,CR,12197.98,UPI/5rmvv1f4lu0z@axl
24/07/2023,,1417.18,DR,10780.8,UPI/6bn0hdcht4r0@oksbi/P2M/py5yaf26@ptbyl/AxisBank
24/07/2023,368499,51.15,DR,10729.65,UPI/v4dbobvkoz0m@paytm/P2M/6kiibgni@ptbyl/Paytm
24/07/2023,,1113.44,DR,9616.21,UPI/t6palrzdadce@axl/P2M/fdksl0lc@paytm/Airtel
24/07/2023,,187.85,DR,9428.36,UPI/a2lx0hf4e758@ybl/P2M/oeh7isf6@oksbi/Paytm
24/07/2023,,33.57,DR,9394.79,UPI/60e6eno67bb6@okhdfc/P2M/1ah77jg5@ptbyl/Airtel
24/07/2023,,980.04,DR,8414.75,UPI/k6dgyybxifae@okhdfc/P2M/5wnmo4z1@oksbi/Paytm
24/07/2023,,419.14,DR,7995.61,UPI/lxpp35lwmd0p@okhdfc/P2M/uymvljnt@ptbsi/Chala
23/07/2023,829139,915.85,DR,7079.76,UPI/zuidar96e4sj@okaxis/P2M/3sy8zuvi@ptbsi/BigBazaar
23/07/2023,,296.77,DR,6782.99,UPI/vhruyqs0tk7s@paytm/P2M/hx9d2uwc@oksbi/BigBazaar
23/07/2023,742544,900.39,DR,5882.6,UPI/u0hauqxr0249@axl/P2M/41a7wn7s@ptbsi/Flipkart
23/07/2023,,801.74,DR,5080.86,UPI/s9458pmsra0y@axl/P2M/qmxaga14@ptbyl/VENNA
23/07/2023,905665,758.7,DR,4322.16,UPI/bx6ot5bt2sav@paytm/P2M/hc4o7xzq@ptbsi/Paytm
