Date,Instrument ID,Amount,Type,Balance,Remarks
30/04/2022,,710.39,DR,338.97,UPI/m6i5xn44uqs3@axl/P2M/vegii1fl@ptbyl/VENNA
30/04/2022,,590.01,CR,928.98,UPI/g2q655b2ybq7@ybl
30/04/2022,,89.92,DR,839.06,UPI/uesc7ugtce37@oksbi/P2M/fi8w34j5@ptbyl/Amazon
30/04/2022,,4512.16,CR,5351.22,UPI/9xsc7phskrpc@axl
30/04/2022,900276,290.09,DR,5061.13,UPI/9rkf9ejarew9@ybl/P2M/mzklirhz@paytm/Airtel
30/04/2022,543537,1221.26,DR,3839.87,UPI/ktz61j9rwthg@okhdfc/P2M/x6du2365@oksbi/Chala
30/04/2022,755178,536.95,DR,3302.92,UPI/d88zc8fwb3jo@axl/P2M/gdoxl8dk@paytm/Chala
30/04/2022,426753,912.83,DR,2390.09,UPI/yd91p4ggsdss@ybl/P2M/c8gq4k22@paytm/VENNA
30/04/2022,,1311.44,DR,1078.65,UPI/q3pku9jpvb2t@ybl/P2M/tn023v4t@paytm/Chala
30/04/2022,492019,963.39,DR,115.26,UPI/rfmdin1uirhj@axl/P2M/ds9ntbrn@oksbi/Amazon
29/04/2022,923513,3557.51,CR,3672.77,UPI/74n3sjbtsx0v@okaxis
29/04/2022,911326,950.45,DR,2722.32,UPI/z0w9eek6l6rc@okaxis/P2M/p7jxckox@ptbsi/Edara
29/04/2022,493075,1089.58,DR,1632.74,UPI/i65i9lhqa1ku@okhdfc/P2M/1nr96iod@oksbi/Paytm
29/04/2022,,33.26,DR,1599.48,UPI/610bgt8qkvep@ybl/P2M/1veiti4y@ptbsi/Amazon
29/04/2022,855733,653.71,DR,945.77,UPI/sr3i4jxz5jj4@axl/P2M/r2vc3lky@ptbyl/AxisBank
29/04/2022,,119.44,DR,826.33,UPI/9irfrzeye2vc@okaxis/P2M/1i7u8r00@oksbi/Flipkart
29/04/2022,,409.89,DR,416.44,UPI/fw71iz8klunc@paytm/P2M/31g40xa0@ptbyl/Paytm
29/04/2022,365080,96.17,DR,320.27,UPI/r5p8ak4w4bzo@oksbi/P2M/pn9wkbdw@paytm/Airtel
29/04/2022,729130,201.03,DR,119.24,UPI/ooaxq63rr0ds@axl/P2M/pl6wwuhi@ptbyl/Paytm
28/04/2022,,95.44,DR,23.8,UPI/hpwwf9y94574@okhdfc/P2M/1xejxlft@paytm/AxisBank
28/04/2022,,1388.65,CR,1412.45,UPI/tx3eepy1r1i8@oksbi
28/04/2022,,334.71,DR,1077.74,UPI/6g23cm55lqvu@axl/P2M/dea3hsfl@ptbyl/AxisBank
28/04/2022,933288,536.67,DR,541.07,UPI/0se1asm053xk@axl/P2M/couurz3k@ptbsi/AxisBank
28/04/2022,177905,133.05,DR,408.02,UPI/1w229l9u5l96@paytm/P2M/wf7lfnjs@paytm/Edara
