Date,Instrument ID,Amount,Type,Balance,Remarks
28/02/2022,826742,148.08,DR,1024.73,UPI/bf6ju0ug18dt@oksbi/P2M/3qyjby7x@ptbyl/Chala
28/02/2022,784235,700.95,DR,323.78,UPI/n3sang4olezq@okhdfc/P2M/m52kub86@paytm/Chala
28/02/2022,,482.12,CR,805.9,UPI/amfdddrlztjm@okhdfc
28/02/2022,,685.29,DR,120.61,UPI/59ktgqqn61xo@okaxis/P2M/8lmrc4z9@ptbsi/VENNA
27/02/2022,,61.33,DR,59.28,UPI/2az5967c2xvk@okhdfc/P2M/sy0vix3i@ptbsi/Paytm
27/02/2022,878744,1439.6,CR,1498.88,UPI/c21o5foikz6z@ybl
27/02/2022,,2579.89,CR,4078.77,UPI/ii4oig2s3b06@okhdfc
27/02/2022,796418,839.35,DR,3239.42,UPI/1bzn4wxk2pmw@oksbi/P2M/6zfgyrzy@ptbyl/Chala
27/02/2022,,1266.27,DR,1973.15,UPI/g9lw82w6gleh@oksbi/P2M/byhfaaz6@ptbsi/Amazon
27/02/2022,,369.55,DR,1603.6,UPI/sv82oye0pi9r@okhdfc/P2M/tat79p1i@ptbsi/Chala
27/02/2022,,1074.98,DR,528.62,UPI/20hm9g0usw20@axl/P2M/fpl0jhwn@paytm/Paytm
26/02/2022,,73.52,DR,455.1,UPI/x7vvndfgktdc@ybl/P2M/81nynfw5@oksbi/BigBazaar
26/02/2022,924503,1685.87,CR,2140.97,UPI/6lhbjr656fqu@oksbi
26/02/2022,,3032.61,CR,5173.58,UPI/6du7zidtrvnp@ybl
26/02/2022,,733.17,DR,4440.41,UPI/k55v81vx99cf@ybl/P2M/jmxgjhmz@paytm/Edara
26/02/2022,815702,17.29,DR,4423.12,UPI/sz7lss0jp8t7@paytm/P2M/nfrhphlg@oksbi/VENNA
26/02/2022,,193.87,DR,4229.25,UPI/4081qv63lkwp@okaxis/P2M/pxoukxlq@oksbi/AxisBank
26/02/2022,,835.59,DR,3393.66,UPI/30ftbjgk0zpp@axl/P2M/g8zy8ems@ptbyl/BigBazaar
26/02/2022,,565.72,DR,2827.94,UPI/nw7hyomd6p9o@axl/P2M/3owhaja9@ptbsi/Chala
26/02/2022,,4501.68,CR,7329.62,UPI/8iwub9e408t4@okhdfc
26/02/2022,669636,315.42,DR,7014.2,UPI/9735kyd64wyo@okaxis/P2M/w4kb5rai@ptbsi/Flipkart
26/02/2022,,99.61,DR,6914.59,UPI/ecat4rspvnm6@oksbi/P2M/gn4cv05d@paytm/Chala
26/02/2022,,4420.57,CR,11335.16,UPI/acy0pio2p4sv@ybl
26/02/2022,858252,569.46,CR,11904.62,UPI/u3xyztriaul2@oksbi
25/02/2022,627720,213.28,DR,11691.34,UPI/ddwj7hwajsnx@ybl/P2M/90t52rzw@ptbyl/Chala
25/02/2022,,537.11,DR,11154.23,UPI/2q9anfdlzla5@oksbi/P2M/01zx2tqe@ptbsi/AxisBank
25/02/2022,,554.78,DR,10599.45,UPI/8wlv4gelkf0m@paytm/P2M/xqcnu72r@ptbyl/AxisBank
25/02/2022,312886,1303.28,DR,9296.17,UPI/8yued8weqfyr@paytm/P2M/1rpi1toc@ptbsi/VENNA
