Date,Instrument ID,Amount,Type,Balance,Remarks
30/11/2023,,77.66,DR,1098.73,UPI/2o2of5ijt8q4@okhdfc/P2M/vqwy9o0z@paytm/Airtel
30/11/2023,233129,487.37,DR,611.36,UPI/r05xl6q0dr22@okaxis/P2M/0ps8ujz7@oksbi/VENNA
30/11/2023,,51.71,DR,559.65,UPI/v25aymxkydmf@paytm/P2M/im5wion6@ptbsi/Edara
30/11/2023,,50.35,DR,509.3,UPI/5o4vly6rg660@ybl/P2M/c6fjqq8p@ptbyl/Flipkart
30/11/2023,727039,2710.71,CR,3220.01,UPI/b1n4tl45umly@ybl
30/11/2023,,223.8,DR,2996.21,UPI/23i7ml2ko4n6@okaxis/P2M/3lbeagal@oksbi/Edara
30/11/2023,,673.3,DR,2322.91,UPI/fty94cb10883@okaxis/P2M/1pi5fmwz@ptbsi/Paytm
30/11/2023,,664.83,DR,1658.08,UPI/uoe1c9nlza7a@axl/P2M/rkn5ahfc@paytm/Edara
30/11/2023,,1148.33,DR,509.75,UPI/ipl1lkfjokh6@oksbi/P2M/r7b21z0h@ptbsi/Chala
30/11/2023,804430,445.79,DR,63.96,UPI/xic5xo3bq9zn@okhdfc/P2M/mir6170v@ptbyl/Chala
29/11/2023,,2535.83,CR,2599.79,UPI/ajlmumya3mk6@paytm
29/11/2023,247297,1341.47,DR,1258.32,UPI/gbbjm594ht23@ybl/P2M/z6z8i2ix@ptbyl/Amazon
29/11/2023,,386.93,DR,871.39,UPI/o8ylwnxk4s4a@okaxis/P2M/63y7v969@ptbsi/Edara
29/11/2023,,240.12,DR,631.27,UPI/ruefxlevl5t4@okhdfc/P2M/l1nungek@ptbsi/Amazon
29/11/2023,,407.6,DR,223.67,UPI/hls9mw3n4skq@ybl/P2M/8x75se2f@paytm/Flipkart
29/11/2023,,1079.79,CR,1303.46,UPI/07ehoxk863ao@axl
28/11/2023,,484.19,DR,819.27,UPI/uloh610bdlt2@okhdfc/P2M/dwqqcn5r@paytm/AxisBank
28/11/2023,568505,445.73,CR,1265.0,UPI/dh5v7gly3cvr@okhdfc
28/11/2023,,1175.43,DR,89.57,UPI/wo6gril3i54j@axl/P2M/28bddl5l@paytm/Edara
28/11/2023,594646,700.59,CR,790.16,UPI/hp3ndf0xtyrm@okaxis
28/11/2023,347942,680.47,DR,109.69,UPI/q5b3g2wxgrdr@oksbi/P2M/0tzp513e@ptbyl/Amazon
28/11/2023,715923,2809.85,CR,2919.54,UPI/ex63prw3a881@oksbi
28/11/2023,812816,1176.59,DR,1742.95,UPI/rvk9kta8e1yu@ybl/P2M/zctt2xth@ptbyl/VENNA
28/11/2023,,287.22,DR,1455.73,UPI/wm83afhmy4d5@okhdfc/P2M/23mktx2i@ptbyl/Chala
28/11/2023,,268.79,DR,1186.94,UPI/m2bh38phm1ef@oksbi/P2M/ik4w8unh@oksbi/BigBazaar
27/11/2023,173174,227.89,DR,959.05,UPI/ck80l7fl1y8l@axl/P2M/yahez4so@ptbsi/VENNA
27/11/2023,430089,52.98,DR,906.07,UPI/xfx92igktzme@oksbi/P2M/0qquw6k9@ptbsi/Edara
27/11/2023,756527,227.67,DR,678.4,UPI/g41igtah9rih@ybl/P2M/e5i5kl52@ptbyl/AxisBank
27/11/2023,,52.22,DR,626.18,UPI/k8tay8xonvcq@paytm/P2M/61rc33zt@paytm/Amazon
27/11/2023,474307,569.75,DR,56.43,UPI/syln55ethy5f@ybl/P2M/rbx5t4cd@ptbyl/Airtel
27/11/2023,,4510.32,CR,4566.75,UPI/8297qphl2og3@okhdfc
27/11/2023,997685,1415.79,DR,3150.96,UPI/lk3mvfaze5m5@okaxis/P2M/kmjjjsf4@paytm/Flipkart
27/11/2023,967961,941.64,DR,2209.32,UPI/oiptzutj14wy@paytm/P2M/03348zfh@ptbyl/Flipkart
27/11/2023,,1439.08,DR,770.24,UPI/ouv6p7l7ogkq@okhdfc/P2M/kldtie2k@oksbi/BigBazaar
27/11/2023,,305.07,DR,465.17,UPI/dprgq2k02v5k@oksbi/P2M/yi741wtt@oksbi/Chala
26/11/2023,257081,382.99,DR,82.18,UPI/mi8s9cu9da3l@okaxis/P2M/u71olqvc@ptbsi/Paytm
26/11/2023,522874,2413.41,CR,2495.59,UPI/3kb81plixxwg@ybl
26/11/2023,442080,577.39,DR,1918.2,UPI/7kdtjk40r24m@oksbi/P2M/4l2nel34@oksbi/AxisBank
26/11/2023,,1248.56,DR,669.64,UPI/fiyayasqvr79@paytm/P2M/88f5925q@ptbsi/Chala
26/11/2023,500608,309.48,DR,360.16,UPI/yy7zgwtb4kjw@okhdfc/P2M/o3bqipjj@ptbyl/Amazon
26/11/2023,,4054.08,CR,4414.24,UPI/eo7h89l5yn3o@paytm
26/11/2023,,550.74,DR,3863.5,UPI/u3lz5i67um9m@paytm/P2M/ybty9qfm@paytm/BigBazaar
26/11/2023,199293,1120.73,DR,2742.77,UPI/70vz90b09vgt@axl/P2M/wqzn6608@ptbyl/Edara
26/11/2023,,1109.06,DR,1633.71,UPI/p3ndllibb9lu@ybl/P2M/e4prd2a8@oksbi/Amazon
26/11/2023,108638,1463.29,DR,170.42,UPI/6tvkne1grge5@oksbi/P2M/hmwbvaf5@paytm/Chala
25/11/2023,734740,112.33,DR,58.09,UPI/7b6fj9xsh32i@okhdfc/P2M/8kcadvss@paytm/Edara
24/11/2023,872826,558.81,CR,616.9,UPI/tzdq9sz1lhre@paytm
24/11/2023,197493,522.13,DR,94.77,UPI/kyxkaq4cw2uc@oksbi/P2M/ahh4a559@ptbyl/AxisBank
24/11/2023,,1894.5,CR,1989.27,UPI/qhap0grvj4yq@okaxis
23/11/2023,775462,1320.58,DR,668.69,UPI/700m1ofn47ed@okaxis/P2M/6ymh9cry@oksbi/Airtel
23/11/2023,,175.16,DR,493.53,UPI/39lxbjtjm5o3@paytm/P2M/yhj55b70@ptbsi/BigBazaar
23/11/2023,,206.63,DR,286.9,UPI/3rlk15owky5q@paytm/P2M/riw7m8nx@ptbyl/AxisBank
23/11/2023,636216,3214.54,CR,3501.44,UPI/0q8g1trloncv@okaxis
23/11/2023,541046,400.85,DR,3100.59,UPI/3t2e9dav49kp@axl/P2M/wwfd6iwp@ptbsi/VENNA
23/11/2023,,1280.58,DR,1820.01,UPI/78fjtcw77t0z@axl/P2M/ltamn8p6@ptbyl/Edara
23/11/2023,,606.83,DR,1213.18,UPI/jzcv2p7h0l36@oksbi/P2M/upd3mg44@paytm/Paytm
23/11/2023,,371.86,DR,841.32,UPI/dx7eryeowywg@axl/P2M/flpgassa@ptbyl/Chala
23/11/2023,197887,3011.31,CR,3852.63,UPI/sltk2yx03uyb@ybl
23/11/2023,972028,1191.12,DR,2661.51,UPI/8c54oeg44o82@oksbi/P2M/zxx8a4nw@paytm/Paytm
22/11/2023,,598.04,DR,2063.47,UPI/6j5xq2y0flwd@okaxis/P2M/wtxlotx2@paytm/Flipkart
22/11/2023,,886.47,DR,1177.0,UPI/xcccvytth0w4@okhdfc/P2M/snpqk18g@oksbi/BigBazaar
22/11/2023,,737.47,DR,439.53,UPI/zlz1s4v8gt1e@ybl/P2M/g5x3v79l@ptbsi/Paytm
22/11/2023,,255.35,DR,184.18,UPI/se78445ntwxj@axl/P2M/jmzfa783@ptbsi/Edara
