Date,Instrument ID,Amount,Type,Balance,Remarks
31/10/2022,,496.2,DR,769.77,UPI/ds2brq4fhrbm@ybl/P2M/hl655lio@oksbi/Edara
31/10/2022,,416.16,DR,353.61,UPI/48srzoxgf60e@paytm/P2M/r3u7mzhh@oksbi/VENNA
30/10/2022,,3812.08,CR,4165.69,UPI/rlrsep3ssr0a@okhdfc
30/10/2022,,1326.15,DR,2839.54,UPI/dg2oqqgv5kz5@paytm/P2M/gz7erv2b@oksbi/AxisBank
30/10/2022,295145,1356.62,DR,1482.92,UPI/nfwl94qhgvxi@ybl/P2M/zyz2xuu8@ptbyl/Amazon
30/10/2022,130437,1416.43,DR,66.49,UPI/6408bzma3067@axl/P2M/x3rebu3x@ptbsi/BigBazaar
30/10/2022,,3593.82,CR,3660.31,UPI/pobsttsaea54@ybl
30/10/2022,,338.4,DR,3321.91,UPI/adt6xnxq8gmw@oksbi/P2M/00okyudf@paytm/Paytm
30/10/2022,,2019.02,CR,5340.93,UPI/ucw0fvwiflug@axl
30/10/2022,,4314.49,CR,9655.42,UPI/9e533s5d1nti@axl
30/10/2022,698331,3230.54,CR,12885.96,UPI/59q15ejrue18@okhdfc
30/10/2022,987167,736.3,DR,12149.66,UPI/9lidzrhsgzot@oksbi/P2M/0ofz5ny2@oksbi/Airtel
29/10/2022,339344,1256.79,DR,10892.87,UPI/yjes0qwvqetm@oksbi/P2M/f8r3b8py@paytm/VENNA
29/10/2022,,1205.09,DR,9687.78,UPI/csm5sjvw9sb3@okaxis/P2M/72qoe0ex@paytm/Amazon
29/10/2022,428821,1431.99,DR,8255.79,UPI/c9g9k66bkw74@oksbi/P2M/lpmbb2z5@oksbi/Flipkart
29/10/2022,,218.08,DR,8037.71,UPI/g39uhrluagzr@okaxis/P2M/6tnwfcx0@ptbsi/Amazon
29/10/2022,,2779.77,CR,10817.48,UPI/bk0rs66jnn6t@ybl
29/10/2022,,1039.01,DR,9778.47,UPI/blb8p5b0lbpn@paytm/P2M/2mh616qy@ptbsi/Amazon
29/10/2022,,519.18,DR,9259.29,UPI/zj91czk6w1z8@okaxis/P2M/dygkwyci@ptbyl/AxisBank
29/10/2022,851774,929.32,DR,8329.97,UPI/5fu01wi36fyt@oksbi/P2M/h0894z2u@paytm/Paytm
29/10/2022,319692,154.24,DR,8175.73,UPI/teolpsfn4icj@okhdfc/P2M/jhffwctz@ptbyl/AxisBank
29/10/2022,,1137.07,DR,7038.66,UPI/4u891rx7vjun@oksbi/P2M/qs39s1r5@oksbi/Airtel
29/10/2022,763249,325.34,DR,6713.32,UPI/z2vaw0e0gqwt@okaxis/P2M/gwwh5ppl@ptbyl/Edara
29/10/2022,,278.03,DR,6435.29,UPI/tb0n5um93akp@okaxis/P2M/trtkotfd@ptbyl/Amazon
29/10/2022,341484,504.28,DR,5931.01,UPI/tx0o7bwjvbzt@okaxis/P2M/tqdlicmn@oksbi/Chala
28/10/2022,794114,509.72,DR,5421.29,UPI/pnt2w8ni2a7l@axl/P2M/q6yzyyhm@ptbsi/Edara
28/10/2022,,3299.33,CR,8720.62,UPI/ym2jmszqq96w@oksbi
28/10/2022,,976.62,DR,7744.0,UPI/cwev23iz3v0n@okhdfc/P2M/5vok7fyj@oksbi/Amazon
28/10/2022,592984,457.91,DR,7286.09,UPI/75u1v7ngr2j5@ybl/P2M/j87kt30u@ptbsi/Paytm
28/10/2022,,568.31,DR,6717.78,UPI/9yt9jnbp9d2s@okhdfc/P2M/kmxv6sym@paytm/Amazon
28/10/2022,,1183.61,DR,5534.17,UPI/frrbmmerinwf@paytm/P2M/yiivoktk@paytm/Chala
28/10/2022,880300,466.51,DR,5067.66,UPI/ymbrbeov6fam@paytm/P2M/dsnk23or@ptbyl/Amazon
28/10/2022,316080,4844.75,CR,9912.41,UPI/ygsvlrzipbgf@paytm
28/10/2022,934709,984.66,DR,8927.75,UPI/35k0gnifmt06@axl/P2M/2invtw1r@paytm/Amazon
28/10/2022,,1169.68,DR,7758.07,UPI/xkx5i00d9313@okhdfc/P2M/l701unmq@oksbi/BigBazaar
28/10/2022,,1038.94,DR,6719.13,UPI/lq541lpmhk1x@ybl/P2M/z62tzvog@ptbsi/Flipkart
28/10/2022,350474,1460.46,DR,5258.67,UPI/o7qab5qt9gz4@oksbi/P2M/f3s44a7s@ptbyl/Edara
28/10/2022,276213,1136.17,DR,4122.5,UPI/ln2swms22csl@axl/P2M/l0pk70g9@paytm/Edara
27/10/2022,,612.03,DR,3510.47,UPI/m354e0a1mizs@axl/P2M/iukqny2w@oksbi/Chala
27/10/2022,,46.71,DR,3463.76,UPI/fpqf09h8tsly@okhdfc/P2M/evu1vfas@ptbsi/AxisBank
27/10/2022,421762,392.65,CR,3856.41,UPI/n5x6i3d3hp4q@axl
27/10/2022,255296,29.93,DR,3826.48,UPI/tsa9ndudy580@oksbi/P2M/s51isctv@ptbsi/Edara
27/10/2022,115847,917.74,DR,2908.74,UPI/adw27q8qdexu@oksbi/P2M/l04gv75o@paytm/VENNA
27/10/2022,,1271.47,DR,1637.27,UPI/a9s8tiqbvxa8@oksbi/P2M/ok99fqdr@ptbsi/AxisBank
27/10/2022,888750,934.02,DR,703.25,UPI/5sinkmhehahh@okhdfc/P2M/e3jtuhjr@paytm/Chala
27/10/2022,,387.03,DR,316.22,UPI/e82roz6jomx1@okhdfc/P2M/o67ouzco@oksbi/AxisBank
27/10/2022,,91.37,DR,224.85,UPI/2wzpwch10noa@paytm/P2M/4inwiva3@ptbsi/Airtel
27/10/2022,,43.39,DR,181.46,UPI/1kbaejrxur0p@okaxis/P2M/ka79koff@ptbsi/Edara
26/10/2022,,104.04,DR,77.42,UPI/eza3o4mzku56@ybl/P2M/zvopl58v@ptbsi/Amazon
26/10/2022,,4460.78,CR,4538.2,UPI/4kdxsea8fmre@paytm
26/10/2022,316563,978.54,CR,5516.74,UPI/kl5dctwohb0j@oksbi
26/10/2022,823262,281.19,DR,5235.55,UPI/1i3g9nnk1tvl@axl/P2M/ldytcm8b@ptbsi/Edara
26/10/2022,660711,404.58,DR,4830.97,UPI/h6ngylwkrsj3@ybl/P2M/4ll6ykyz@oksbi/Amazon
26/10/2022,,947.52,DR,3883.45,UPI/tru3z8kt7fj2@axl/P2M/3hnakwvj@paytm/Airtel
26/10/2022,,206.14,CR,4089.59,UPI/3y4j9susrp4e@paytm
26/10/2022,133413,372.34,DR,3717.25,UPI/gjicwt58iqr1@paytm/P2M/2t63nooi@ptbsi/Edara
26/10/2022,547282,15.96,DR,3701.29,UPI/k1q5fpeznj8j@okaxis/P2M/djb49oid@oksbi/Chala
25/10/2022,,556.6,DR,3144.69,UPI/szhu21is0czu@okhdfc/P2M/noj24a4z@ptbsi/Amazon
25/10/2022,504682,1371.47,DR,1773.22,UPI/hsktoeoh5oeg@axl/P2M/ijlf297g@ptbsi/Edara
25/10/2022,,1300.26,DR,472.96,UPI/t7jt2bikkght@paytm/P2M/oyuv86na@ptbsi/Amazon
25/10/2022,,3682.53,CR,4155.49,UPI/f52x6czomfkr@axl
25/10/2022,,34.22,DR,4121.27,UPI/lfmo0ht4ayeb@ybl/P2M/ar0j6sd0@ptbsi/Airtel
25/10/2022,,498.55,DR,3622.72,UPI/smxp5ebf3oze@okhdfc/P2M/l01mfit2@oksbi/AxisBank
25/10/2022,969310,820.29,DR,2802.43,UPI/psf2kpa4r1dk@ybl/P2M/glyz1x83@ptbyl/Flipkart
25/10/2022,,813.1,DR,1989.33,UPI/r0fu1o4n9shg@axl/P2M/2l8h14xm@ptbsi/Amazon
25/10/2022,999789,763.68,DR,1225.65,UPI/hur98ktq31w3@paytm/P2M/o2uhp2ht@ptbsi/VENNA
25/10/2022,882410,2589.78,CR,3815.43,UPI/29prn1sobh5j@okaxis
25/10/2022,302916,647.96,DR,3167.47,UPI/oba53mfk2s4c@okhdfc/P2M/4gst5dgs@ptbsi/Chala
25/10/2022,557656,813.64,DR,2353.83,UPI/wrln5o5wt90y@paytm/P2M/r7ng0oox@ptbyl/Flipkart
25/10/2022,,338.55,CR,2692.38,UPI/41mqo3c60g7v@axl
24/10/2022,,1143.2,DR,1549.18,UPI/mt7yugj6skol@okaxis/P2M/16l4t00h@paytm/VENNA
24/10/2022,,370.37,CR,1919.55,UPI/29y12sr6y7jq@oksbi
24/10/2022,495333,391.69,DR,1527.86,UPI/g4hibunlcvxo@okaxis/P2M/6npo3g4h@oksbi/Amazon
24/10/2022,176647,445.76,DR,1082.1,UPI/wafblcv9f9un@oksbi/P2M/qx8smej6@ptbyl/AxisBank
24/10/2022,,354.78,DR,727.32,UPI/xy5oswnfuhlh@axl/P2M/0j34uhii@ptbsi/Amazon
24/10/2022,359322,68.69,DR,658.63,UPI/00mxt8zhb2f9@okaxis/P2M/x54hcelc@ptbsi/Amazon
24/10/2022,,78.49,DR,580.14,UPI/u1s4ylhfxt4b@paytm/P2M/qmid8ul4@paytm/Chala
24/10/2022,,480.76,DR,99.38,UPI/pz3icxi1fil9@paytm/P2M/13pb7nnv@ptbsi/Flipkart
23/10/2022,107918,3700.65,CR,3800.03,UPI/1qwop517tem7@paytm
23/10/2022,,1385.82,DR,2414.21,UPI/4powrd7ztqij@okhdfc/P2M/l6t24oae@ptbyl/Paytm
23/10/2022,290671,1166.9,DR,1247.31,UPI/8cuslahsbhon@oksbi/P2M/y3nwa7hw@paytm/BigBazaar
23/10/2022,,152.92,DR,1094.39,UPI/x5exciobooy8@okhdfc/P2M/uofyqabn@paytm/Airtel
23/10/2022,533494,621.76,DR,472.63,UPI/5bcuc9a1lax8@okaxis/P2M/jad4buyd@ptbyl/Amazon
23/10/2022,,335.92,DR,136.71,UPI/50so8jtg88c5@ybl/P2M/btw6ecje@oksbi/AxisBank
23/10/2022,,59.53,DR,77.18,UPI/ncsrzemrxryr@okaxis/P2M/ggui9gp7@ptbyl/Flipkart
